Year,SERIES,UNIT_MEASURE,Value
2000,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,4.7
2001,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,1.9
2002,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,4.8
2003,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,4.1
2004,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,7.3
2005,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,5.0
2006,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,6.3
2007,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,7.2
2008,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,7.2
2009,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,-1.3
2010,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,2.7
2011,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,2.8
2012,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,1.1
2013,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,4.0
2014,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,2.5
2015,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,5.7
2016,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,4.6
2017,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,4.6
2018,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,5.1
2019,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,4.2
2020,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,-1.7
2021,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,9.2
2022,Godišnja stopa rasta realnog BDP-a po stanovniku,Procenat,5.5
