Year,SERIES,UNIT_MEASURE,Value
2000,Servisiranja duga kao udio izvoza roba i usluga,PT,12.67419
2001,Servisiranja duga kao udio izvoza roba i usluga,PT,11.979
2002,Servisiranja duga kao udio izvoza roba i usluga,PT,5.93503
2003,Servisiranja duga kao udio izvoza roba i usluga,PT,5.22393
2004,Servisiranja duga kao udio izvoza roba i usluga,PT,4.11623
2005,Servisiranja duga kao udio izvoza roba i usluga,PT,3.58475
2006,Servisiranja duga kao udio izvoza roba i usluga,PT,3.34136
2007,Servisiranja duga kao udio izvoza roba i usluga,PT,3.1481
2008,Servisiranja duga kao udio izvoza roba i usluga,PT,2.70532
2009,Servisiranja duga kao udio izvoza roba i usluga,PT,3.28689
2010,Servisiranja duga kao udio izvoza roba i usluga,PT,3.629
2011,Servisiranja duga kao udio izvoza roba i usluga,PT,3.68589
2012,Servisiranja duga kao udio izvoza roba i usluga,PT,4.4527
2013,Servisiranja duga kao udio izvoza roba i usluga,PT,7.053
2014,Servisiranja duga kao udio izvoza roba i usluga,PT,7.7323
2015,Servisiranja duga kao udio izvoza roba i usluga,PT,7.2828
2016,Servisiranja duga kao udio izvoza roba i usluga,PT,6.471
2017,Servisiranja duga kao udio izvoza roba i usluga,PT,7.4196
2018,Servisiranja duga kao udio izvoza roba i usluga,PT,6.8138
2019,Servisiranja duga kao udio izvoza roba i usluga,PT,6.0291
2020,Servisiranja duga kao udio izvoza roba i usluga,PT,6.2768
2021,Servisiranja duga kao udio izvoza roba i usluga,PT,4.731
