Year,Value,UNIT_MEASURE,SERIES
2015,0.0,CU_USD_M,GF_COM_PPPI
2016,0.0,CU_USD_M,GF_COM_PPPI
2017,0.0,CU_USD_M,GF_COM_PPPI
2018,0.0,CU_USD_M,GF_COM_PPPI
2019,59.95,CU_USD_M,GF_COM_PPPI
2020,78.78,CU_USD_M,GF_COM_PPPI
2015,0.0,CON_USD_M,GF_COM_PPPI_KD
2016,0.0,CON_USD_M,GF_COM_PPPI_KD
2017,0.0,CON_USD_M,GF_COM_PPPI_KD
2018,0.0,CON_USD_M,GF_COM_PPPI_KD
2019,59.95,CON_USD_M,GF_COM_PPPI_KD
2020,78.78,CON_USD_M,GF_COM_PPPI_KD
