Year,Value,UNIT_MEASURE,SERIES
2000,19.35,Percent,EG_FEC_RNEW
2001,20.27,Percent,EG_FEC_RNEW
2002,21.21,Percent,EG_FEC_RNEW
2003,20.14,Percent,EG_FEC_RNEW
2004,20.09,Percent,EG_FEC_RNEW
2005,19.73,Percent,EG_FEC_RNEW
2006,18.12,Percent,EG_FEC_RNEW
2007,14.84,Percent,EG_FEC_RNEW
2008,14.28,Percent,EG_FEC_RNEW
2009,17.43,Percent,EG_FEC_RNEW
2010,19.57,Percent,EG_FEC_RNEW
2011,14.16,Percent,EG_FEC_RNEW
2012,15.28,Percent,EG_FEC_RNEW
2013,19.48,Percent,EG_FEC_RNEW
2014,23.65,Percent,EG_FEC_RNEW
2015,25.25,Percent,EG_FEC_RNEW
2016,23.0,Percent,EG_FEC_RNEW
2017,18.49,Percent,EG_FEC_RNEW
2018,35.36,Percent,EG_FEC_RNEW
2019,36.84,Percent,EG_FEC_RNEW
2020,37.71,Percent,EG_FEC_RNEW
