Year,SERIES,UNIT_MEASURE,Vrsta proizvoda,Value
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ugljen,4.75971
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ugljen,5.05564
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.33995
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.43442
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.49739
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.30594
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.54609
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.52252
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.51706
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.38303
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.52794
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.53095
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.43655
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.44098
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.35425
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.48951
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.44769
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.47583
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.69881
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.49026
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.75175
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Ostaci usjeva,0.75922
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,0.82726
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.00305
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,0.94311
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,0.70471
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.16369
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.13542
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.09678
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,0.9971
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.12042
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.09826
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.02595
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.03345
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,0.92331
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.12377
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.03808
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.14174
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.3502
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.14346
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.41392
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Usjevi,1.41321
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.09677
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.0703
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.05639
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.08027
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.1232
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.49246
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.50163
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.44725
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.57663
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.63231
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.26833
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.35823
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.30919
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.39631
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.4134
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.54462
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.44157
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.46571
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.41356
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude željeza,0.39741
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,2.15229
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,2.09481
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,2.16027
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,2.29718
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,2.42779
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,2.60424
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,2.80334
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,2.76034
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,3.18904
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,3.53458
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,3.55006
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,4.07062
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,3.8662
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,3.87385
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,3.93617
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,4.1569
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,4.66478
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,4.85336
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,5.01431
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Fosilna goriva,5.32783
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.04362
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.0285
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.02694
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.0352
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.05544
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.06582
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.06925
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.07324
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.07285
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.04176
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.04417
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.05087
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.04758
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.03768
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.03566
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.04243
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.04473
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.04888
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.04912
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Prirodni plin,0.0498
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.70588
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.68107
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.64274
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.68804
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.72523
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.73455
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.81591
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.76327
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.75129
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.75533
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.76264
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.75896
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.75371
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.77249
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.78306
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.80777
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.81762
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.81097
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.80666
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Stočna hrana i krmno bilje,0.80886
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.1681
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.09772
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.08991
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.25214
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.29717
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.73427
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.6931
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.59598
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.77925
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.73648
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.54023
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.52544
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.50591
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.58568
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.59533
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.78207
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.65656
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.6808
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.66773
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Metalne rude,0.65267
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.07134
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.02743
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.03352
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.17187
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.17397
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.24181
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.19148
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.14872
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.20261
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.10417
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.14224
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.182
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.19671
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.18937
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.18193
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.23745
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.21499
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.21509
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.25417
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Rude obojenih metala,0.25526
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.10943
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.13942
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.04607
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.08761
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.13588
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.19862
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.35223
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.42364
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.4501
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.37312
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.30845
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.31825
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.33326
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.32326
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.37169
2015,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.40165
2016,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.43234
2017,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.45378
2018,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.49092
2019,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.48513
2000,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,1.70518
2001,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,1.88558
2002,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,2.28075
2003,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,3.7492
2004,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,3.58777
2005,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,3.45544
2006,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,4.03769
2007,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,4.5986
2008,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,4.90705
2009,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,4.05747
2010,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,4.2657
2011,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,4.18568
2012,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,5.01631
2013,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,3.96143
2014,"Potrošnja domaćih materijala po stanovniku, prema vrsti sirovine",Tone,Nemetalni minerali - dominantna gradnja,3.72279
